kp=5,kd=0
375,    1800,   3580,   65535,  -1780,  3500
383,    1800,   3577,   65535,  -1777,  3500
391,    1800,   3579,   65535,  -1779,  3500
399,    1800,   3579,   65535,  -1779,  3500
407,    1800,   3576,   65535,  -1776,  3500
415,    1800,   3580,   65535,  -1780,  3500
423,    1800,   2,      65535,  1798,   2000
431,    1800,   43,     65535,  1757,   2000
439,    1800,   167,    65535,  1633,   2000
447,    1800,   402,    65535,  1398,   2000
455,    1800,   744,    65535,  1056,   2000
463,    1800,   1153,   65535,  647,    2000
471,    1800,   1513,   65535,  287,    2000
479,    1800,   2272,   65535,  -472,   3500
487,    1800,   2921,   65535,  -1121,  3500
495,    1800,   3327,   65535,  -1527,  3500
503,    1800,   13,     65535,  1787,   2000
511,    1800,   305,    65535,  1495,   2000
519,    1800,   1166,   65535,  634,    2000
527,    1800,   2205,   65535,  -405,   3500
535,    1800,   2743,   65535,  -943,   3500
543,    1800,   3130,   65535,  -1330,  3500
551,    1800,   3435,   65535,  -1635,  3500
559,    1800,   63,     65535,  1737,   2000
567,    1800,   356,    65535,  1444,   2000
575,    1800,   765,    65535,  1035,   2000
583,    1800,   1122,   65535,  678,    2000
591,    1800,   1498,   65535,  302,    2000
599,    1800,   1929,   65535,  -129,   3395
607,    1800,   2213,   65535,  -413,   3500
615,    1800,   2224,   65535,  -424,   3500
623,    1800,   2230,   65535,  -430,   3500
631,    1800,   2232,   65535,  -432,   3500
639,    1800,   2243,   65535,  -443,   3500
647,    1800,   2240,   65535,  -440,   3500
655,    1800,   2232,   65535,  -432,   3500
663,    1800,   2206,   65535,  -406,   3500
671,    1800,   2177,   65535,  -377,   3500
679,    1800,   2114,   65535,  -314,   3500
687,    1800,   2046,   65535,  -246,   3500
695,    1800,   1956,   65535,  -156,   3500
703,    1800,   1901,   65535,  -101,   3255
711,    1800,   1914,   65535,  -114,   3320
719,    1800,   1977,   65535,  -177,   3500
727,    1800,   1971,   65535,  -171,   3500
735,    1800,   1983,   65535,  -183,   3500
743,    1800,   2005,   65535,  -205,   3500
751,    1800,   2010,   65535,  -210,   3500
