kp=3,kd=180
367,    1800,   3582,   65535,  -1782,  3500
375,    1800,   3591,   65535,  -1791,  3500
383,    1800,   3598,   65535,  -1798,  3500
391,    1800,   3,      65535,  1797,   2000
399,    1800,   14,     65535,  1786,   2000
407,    1800,   41,     65535,  1759,   2000
415,    1800,   72,     65535,  1728,   2000
423,    1800,   58,     65535,  1742,   2000
431,    1800,   53,     65535,  1747,   2000
439,    1800,   54,     65535,  1746,   2000
447,    1800,   51,     65535,  1749,   2000
455,    1800,   55,     65535,  1745,   2000
463,    1800,   55,     65535,  1745,   2000
471,    1800,   56,     65535,  1744,   2000
479,    1800,   58,     65535,  1742,   2000
487,    1800,   56,     65535,  1744,   2000
495,    1800,   52,     65535,  1748,   2000
503,    1800,   53,     65535,  1747,   2000
511,    1800,   54,     65535,  1746,   2000
519,    1800,   55,     65535,  1745,   2000
527,    1800,   54,     65535,  1746,   2000
535,    1800,   55,     65535,  1745,   2000
543,    1800,   58,     65535,  1742,   2000
551,    1800,   54,     65535,  1746,   2000
559,    1800,   59,     65535,  1741,   2000
567,    1800,   54,     65535,  1746,   2000
575,    1800,   55,     65535,  1745,   2000
583,    1800,   58,     65535,  1742,   2000
591,    1800,   58,     65535,  1742,   2000
599,    1800,   56,     65535,  1744,   2000
607,    1800,   58,     65535,  1742,   2000
615,    1800,   56,     65535,  1744,   2000
623,    1800,   57,     65535,  1743,   2000
631,    1800,   57,     65535,  1743,   2000
639,    1800,   54,     65535,  1746,   2000
647,    1800,   78,     65535,  1722,   2000
655,    1800,   159,    65535,  1641,   2000
663,    1800,   273,    65535,  1527,   2000
671,    1800,   536,    65535,  1264,   3500
679,    1800,   940,    65535,  860,    3500
687,    1800,   1145,   65535,  655,    3500
695,    1800,   1363,   65535,  437,    2489
703,    1800,   1538,   65535,  262,    3500
711,    1800,   1780,   65535,  0,      3500
719,    1800,   2113,   65535,  -313,   3500
727,    1800,   2472,   65535,  -672,   3500
735,    1800,   2798,   65535,  -998,   3500
743,    1800,   2977,   65535,  -1177,  3500
751,    1800,   3178,   65535,  -1378,  3500
759,    1800,   3379,   65535,  -1579,  3500
767,    1800,   3518,   65535,  -1718,  3500
775,    1800,   67,     65535,  1733,   2000
783,    1800,   201,    65535,  1599,   2000
791,    1800,   514,    65535,  1286,   3500
799,    1800,   1232,   65535,  568,    3500
807,    1800,   1657,   65535,  143,    3500
815,    1800,   2156,   65535,  -356,   3500
823,    1800,   2644,   65535,  -844,   3500
831,    1800,   3064,   65535,  -1264,  3500
839,    1800,   3408,   65535,  -1608,  3500
847,    1800,   86,     65535,  1714,   2000
855,    1800,   288,    65535,  1512,   2000
863,    1800,   643,    65535,  1157,   3500
871,    1800,   1772,   65535,  0,      2000
879,    1800,   2379,   65535,  -579,   3500
