kp=0.1,kd=10
455,    1800,   3580,   65535,  -1780,  2918
463,    1800,   3579,   65535,  -1779,  2947
471,    1800,   3578,   65535,  -1778,  2927
479,    1800,   3574,   65535,  -1774,  2927
487,    1800,   3566,   65535,  -1766,  2876
495,    1800,   3555,   65535,  -1755,  2865
503,    1800,   3545,   65535,  -1745,  2894
511,    1800,   3524,   65535,  -1724,  2872
519,    1800,   3505,   65535,  -1705,  2850
527,    1800,   3479,   65535,  -1679,  2857
535,    1800,   3452,   65535,  -1652,  2865
543,    1800,   3422,   65535,  -1622,  2812
551,    1800,   3388,   65535,  -1588,  2778
559,    1800,   3358,   65535,  -1558,  2845
567,    1800,   3321,   65535,  -1521,  2832
575,    1800,   3282,   65535,  -1482,  2838
583,    1800,   3240,   65535,  -1440,  2814
591,    1800,   3199,   65535,  -1399,  2809
599,    1800,   3158,   65535,  -1358,  2715
607,    1800,   3118,   65535,  -1318,  2711
615,    1800,   3087,   65535,  -1287,  2798
623,    1800,   3051,   65535,  -1251,  2795
631,    1800,   3022,   65535,  -1222,  2812
639,    1800,   3000,   65535,  -1200,  2830
647,    1800,   2984,   65535,  -1184,  2828
655,    1800,   2972,   65535,  -1172,  2837
663,    1800,   2967,   65535,  -1167,  2846
671,    1800,   2965,   65535,  -1165,  2866
679,    1800,   2961,   65535,  -1161,  2866
687,    1800,   2959,   65535,  -1159,  2855
695,    1800,   2957,   65535,  -1157,  2865
703,    1800,   2957,   65535,  -1157,  2865
711,    1800,   2957,   65535,  -1157,  2875
719,    1800,   2957,   65535,  -1157,  2875
727,    1800,   2954,   65535,  -1154,  2865
735,    1800,   2953,   65535,  -1153,  2875
743,    1800,   2952,   65535,  -1152,  2865
751,    1800,   2951,   65535,  -1151,  2855
759,    1800,   2950,   65535,  -1150,  2875
767,    1800,   2952,   65535,  -1152,  2875
775,    1800,   2951,   65535,  -1151,  2875
783,    1800,   2952,   65535,  -1152,  2865
791,    1800,   2951,   65535,  -1151,  2855
799,    1800,   2953,   65535,  -1153,  2865
807,    1800,   2951,   65535,  -1151,  2865
815,    1800,   2952,   65535,  -1152,  2865
823,    1800,   2951,   65535,  -1151,  2855
831,    1800,   2949,   65535,  -1149,  2854
839,    1800,   2950,   65535,  -1150,  2865
847,    1800,   2951,   65535,  -1151,  2875
855,    1800,   2950,   65535,  -1150,  2865
863,    1800,   2952,   65535,  -1152,  2875
871,    1800,   2952,   65535,  -1152,  2865
879,    1800,   2950,   65535,  -1150,  2855
887,    1800,   2950,   65535,  -1150,  2855
895,    1800,   2951,   65535,  -1151,  2865
903,    1800,   2949,   65535,  -1149,  2864
911,    1800,   2949,   65535,  -1149,  2864
919,    1800,   2950,   65535,  -1150,  2875
927,    1800,   2948,   65535,  -1148,  2844
935,    1800,   2950,   65535,  -1150,  2855
943,    1800,   2950,   65535,  -1150,  2855
951,    1800,   2951,   65535,  -1151,  2865
959,    1800,   2951,   65535,  -1151,  2875
