kp=0.5,kd=70
7,      1800,   2928,   65535,  -1128,  2334
15,     1800,   2929,   65535,  -1129,  3500
23,     1800,   2944,   65535,  -1144,  3322
31,     1800,   2932,   65535,  -1132,  2966
39,     1800,   2902,   65535,  -1102,  2881
47,     1800,   2867,   65535,  -1067,  2793
55,     1800,   2851,   65535,  -1051,  3415
63,     1800,   2921,   65535,  -1121,  3500
71,     1800,   3034,   65535,  -1234,  3500
79,     1800,   3140,   65535,  -1340,  3500
87,     1800,   3183,   65535,  -1383,  3500
95,     1800,   3182,   65535,  -1382,  2881
103,    1800,   3153,   65535,  -1353,  3500
111,    1800,   3209,   65535,  -1409,  3500
119,    1800,   3273,   65535,  -1473,  3500
127,    1800,   3348,   65535,  -1548,  3500
135,    1800,   3410,   65535,  -1610,  3500
143,    1800,   3443,   65535,  -1643,  3500
151,    1800,   3464,   65535,  -1664,  3500
159,    1800,   3463,   65535,  -1663,  3441
167,    1800,   3453,   65535,  -1653,  3366
175,    1800,   3460,   65535,  -1660,  3500
183,    1800,   3463,   65535,  -1663,  3500
191,    1800,   3478,   65535,  -1678,  3500
199,    1800,   3500,   65535,  -1700,  3500
207,    1800,   3506,   65535,  -1706,  3500
215,    1800,   3470,   65535,  -1670,  2955
223,    1800,   3471,   65535,  -1671,  3500
231,    1800,   3482,   65535,  -1682,  3500
239,    1800,   3476,   65535,  -1676,  3378
247,    1800,   3469,   65535,  -1669,  3500
255,    1800,   3472,   65535,  -1672,  3446
263,    1800,   3471,   65535,  -1671,  3500
271,    1800,   3470,   65535,  -1670,  3500
279,    1800,   3467,   65535,  -1667,  3500
287,    1800,   3469,   65535,  -1669,  3500
295,    1800,   3468,   65535,  -1668,  3500
303,    1800,   3467,   65535,  -1667,  3500
311,    1800,   3467,   65535,  -1667,  3500
319,    1800,   3468,   65535,  -1668,  3500
327,    1800,   3468,   65535,  -1668,  3500
335,    1800,   3475,   65535,  -1675,  3500
343,    1800,   3499,   65535,  -1699,  3500
351,    1800,   3506,   65535,  -1706,  3500
359,    1800,   3495,   65535,  -1695,  3387
367,    1800,   3492,   65535,  -1692,  3500
375,    1800,   3504,   65535,  -1704,  3500
383,    1800,   3507,   65535,  -1707,  3500
391,    1800,   3521,   65535,  -1721,  3500
399,    1800,   3535,   65535,  -1735,  3500
407,    1800,   3540,   65535,  -1740,  3500
415,    1800,   3540,   65535,  -1740,  3500
423,    1800,   3548,   65535,  -1748,  3500
431,    1800,   3560,   65535,  -1760,  3500
439,    1800,   3568,   65535,  -1768,  3500
447,    1800,   3565,   65535,  -1765,  3500
455,    1800,   3566,   65535,  -1766,  3500
463,    1800,   3566,   65535,  -1766,  3500
471,    1800,   3565,   65535,  -1765,  3500
479,    1800,   3566,   65535,  -1766,  3500
487,    1800,   3565,   65535,  -1765,  3500
495,    1800,   3565,   65535,  -1765,  3500
503,    1800,   3546,   65535,  -1746,  2783
511,    1800,   3489,   65535,  -1689,  2264
519,    1800,   3432,   65535,  -1632,  2000
527,    1800,   3385,   65535,  -1585,  2562
535,    1800,   3349,   65535,  -1549,  2000
543,    1800,   3273,   65535,  -1473,  2000
551,    1800,   3230,   65535,  -1430,  3325
559,    1800,   3203,   65535,  -1403,  3241
567,    1800,   3204,   65535,  -1404,  3500
575,    1800,   3174,   65535,  -1374,  2387
583,    1800,   3145,   65535,  -1345,  2862
591,    1800,   3103,   65535,  -1303,  2771
599,    1800,   3062,   65535,  -1262,  2891
607,    1800,   3022,   65535,  -1222,  2801
615,    1800,   2986,   65535,  -1186,  2993
623,    1800,   2952,   65535,  -1152,  2346
631,    1800,   2922,   65535,  -1122,  2000
639,    1800,   2896,   65535,  -1096,  2000
647,    1800,   2866,   65535,  -1066,  3500
655,    1800,   2851,   65535,  -1051,  3500
663,    1800,   2821,   65535,  -1021,  2630
671,    1800,   2817,   65535,  -1017,  2628
679,    1800,   2798,   65535,  -998,   2689
687,    1800,   2785,   65535,  -985,   2962
695,    1800,   2761,   65535,  -961,   2670
703,    1800,   2741,   65535,  -941,   2800
711,    1800,   2722,   65535,  -922,   2931
719,    1800,   2696,   65535,  -896,   2778
727,    1800,   2680,   65535,  -880,   3330
735,    1800,   2651,   65535,  -851,   3315
743,    1800,   2628,   65535,  -828,   3500
751,    1800,   2569,   65535,  -769,   2644
759,    1800,   2505,   65535,  -705,   2000
767,    1800,   2462,   65535,  -662,   2000
775,    1800,   2491,   65535,  -691,   3500
783,    1800,   2522,   65535,  -722,   3500
791,    1800,   2517,   65535,  -717,   2758
799,    1800,   2483,   65535,  -683,   2181
