kp=12,kd=70
71,     1800,   3516,   65535,  -1716,  3500
79,     1800,   3503,   65535,  -1703,  3500
87,     1800,   3498,   65535,  -1698,  3500
95,     1800,   3487,   65535,  -1687,  3500
103,    1800,   3487,   65535,  -1687,  3500
111,    1800,   3483,   65535,  -1683,  3500
119,    1800,   3481,   65535,  -1681,  3500
127,    1800,   3484,   65535,  -1684,  3500
135,    1800,   3481,   65535,  -1681,  3500
143,    1800,   3481,   65535,  -1681,  3500
151,    1800,   3483,   65535,  -1683,  3500
159,    1800,   3481,   65535,  -1681,  3500
167,    1800,   3484,   65535,  -1684,  3500
175,    1800,   3484,   65535,  -1684,  3500
183,    1800,   3484,   65535,  -1684,  3500
191,    1800,   3485,   65535,  -1685,  3500
199,    1800,   3482,   65535,  -1682,  3500
207,    1800,   3481,   65535,  -1681,  3500
215,    1800,   3482,   65535,  -1682,  3500
223,    1800,   3476,   65535,  -1676,  3500
231,    1800,   3473,   65535,  -1673,  3500
239,    1800,   3486,   65535,  -1686,  3500
247,    1800,   3506,   65535,  -1706,  3500
255,    1800,   3525,   65535,  -1725,  3500
263,    1800,   3539,   65535,  -1739,  3500
271,    1800,   3542,   65535,  -1742,  3500
279,    1800,   3540,   65535,  -1740,  3500
287,    1800,   3538,   65535,  -1738,  3500
295,    1800,   3545,   65535,  -1745,  3500
303,    1800,   3576,   65535,  -1776,  3500
311,    1800,   35,     65535,  1765,   2000
319,    1800,   121,    65535,  1679,   2000
327,    1800,   359,    65535,  1441,   2000
335,    1800,   737,    65535,  1063,   2000
343,    1800,   1159,   65535,  641,    2000
351,    1800,   1564,   65535,  236,    3500
359,    1800,   2513,   65535,  -713,   3500
367,    1800,   3080,   65535,  -1280,  3500
375,    1800,   3506,   65535,  -1706,  3500
383,    1800,   209,    65535,  1591,   2000
391,    1800,   450,    65535,  1350,   2000
399,    1800,   2152,   65535,  -352,   2000
407,    1800,   2621,   65535,  -821,   3500
415,    1800,   2796,   65535,  -996,   3500
423,    1800,   2727,   65535,  -927,   3500
431,    1800,   2446,   65535,  -646,   3500
439,    1800,   2068,   65535,  -268,   2000
447,    1800,   1968,   65535,  -168,   3500
455,    1800,   2022,   65535,  -222,   3500
463,    1800,   2056,   65535,  -256,   3500
471,    1800,   2087,   65535,  -287,   3500
479,    1800,   2089,   65535,  -289,   3500
487,    1800,   2064,   65535,  -264,   3500
495,    1800,   2041,   65535,  -241,   3500
503,    1800,   2012,   65535,  -212,   3500
511,    1800,   2017,   65535,  -217,   3500
519,    1800,   2154,   65535,  -354,   3500
527,    1800,   2329,   65535,  -529,   3500
535,    1800,   2645,   65535,  -845,   3500
543,    1800,   2849,   65535,  -1049,  3500
551,    1800,   2852,   65535,  -1052,  3500
559,    1800,   2847,   65535,  -1047,  3500
